source_id,rq_id,population,event,age_range,sex,maturity,training_age,competitive_level,season,intervention,comparator,component_dose,component_order,separation_hours,target_interval_hours,actual_interval_hours,outcome_domain,outcome_measure,instrument_protocol,time_horizon,time_points,missingness,adverse_events,effect_estimate,uncertainty,individual_response,limitations,reviewer_1,reviewer_2,adjudication
"SRC-PMID-29712629","RQ-D","Device-validation and general physical-activity contexts; not a participant intervention study","WEARABLE_SENSOR_ASSESSMENT_GUIDANCE","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","Standardized evaluation recommendations for wearable-sensor reliability sensitivity and validity","Heterogeneous prior experimental and statistical assessment approaches","External internal or derived wearable outputs remain in their original quantity and unit; contextual provenance includes device model sensor placement activity environment sampling protocol firmware or algorithm criterion method and timestamps","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","MEASUREMENT_PROPERTY_GUIDANCE","Reliability sensitivity validity and trustworthiness of wearable-sensor data","Full-text methodological guidance covering device experimental and statistical considerations; every validation claim remains device outcome activity population and protocol specific","NOT_APPLICABLE","Study-specific repeated and criterion observations","NOT_REPORTED","NOT_APPLICABLE","Provides standardized assessment recommendations rather than a pooled device-performance effect","Device-specific measurement error and transfer uncertainty must be established before interpreting change; no universal threshold reported","NOT_APPLICABLE","Method guidance rather than validation of any TRAINORACLE device metric; no direct youth middle-distance population; device validity cannot be transferred across outcomes models or protocols and cannot create a fatigue readiness safety or prescription state","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-32991706","RQ-D","Adult field- and court-sport athletes across 21 included studies","TEAM_SPORT_ATHLETE_MONITORING","ADULT","MIXED_ACROSS_STUDIES; exact distribution not reported in abstract","NOT_APPLICABLE","NOT_REPORTED","Mainly team-sport athletes; exact levels heterogeneous","NOT_REPORTED","Single-item self-reports of muscle soreness fatigue sleep quality stress mood and other wellbeing dimensions","Modifiable training-load measures reported in each study","Internal or contextual self-report item scores retain the named construct scale anchors prompt timing and reporter; external and derived training-load comparators retain their own method and unit and remain separate","Each single-item construct remains a separate observation; no item or load measure is merged into one whole-athlete score","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SINGLE_ITEM_MEASUREMENT_RELATIONSHIPS","Associations between named wellbeing items and training-load metrics; measurement-property evidence","Systematic review of PubMed Scopus and SPORTDiscus from inception to March 2019; 21 studies with at least 7 days of observation; narrative synthesis","At least 7 days in each included study; exact ranges heterogeneous","Repeated study-specific self-report and load observations","NOT_REPORTED","NOT_REPORTED","Relationships ranged from no association to very large; in studies with the most observations associations were predominantly trivial to moderate and were largely negative","Narrative heterogeneous evidence with no pooled universal relationship reported","Individual-level measurement properties and response rules were not established","Adult team sports rather than youth distance runners; association remained unclear and may not be expected or useful; weak measurement-property evidence; named items must not be collapsed with objective load or each other into a single fatigue readiness recovery or safety score","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-WEB-HHS-HIPAA-DEID","RQ-D","United States HIPAA covered-entity context; not a sport-science population","DATA_DEIDENTIFICATION_GUIDANCE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","HIPAA de-identification through Expert Determination or Safe Harbor","Identifiable protected health information and the alternative HHS-recognized de-identification method","Contextual provenance includes source data category transformation or suppression method responsible qualified expert or covered entity decision date method version retained identifiers and release purpose; no training-load unit is created","Expert Determination and Safe Harbor are alternative methods; transformations form versioned lineage and do not overwrite source identity","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","PRIVACY_AND_DEIDENTIFICATION_METHOD_GUIDANCE","De-identification method documentation and residual re-identification risk","Official HHS guidance for the HIPAA Privacy Rule; Expert Determination applies accepted statistical and scientific principles and documents methods and results; Safe Harbor removes specified identifiers and requires no actual knowledge that remaining information identifies an individual","NOT_APPLICABLE","Release-specific assessment and revision points","NOT_APPLICABLE","NOT_APPLICABLE","HHS recognizes two de-identification methods and describes residual re-identification risk as very small rather than zero under the applicable standard","Residual risk is context dependent and not eliminated; no universal numeric safe threshold is provided","NOT_APPLICABLE","US HIPAA guidance is not a universal global privacy rule or sport-effect study; de-identification does not grant training fatigue readiness medical or prescription meaning; a qualified privacy decision and purpose-specific controls remain necessary","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-28463642","RQ-D","Athletes across sports","MULTI_SPORT","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Mixed athlete populations","NOT_REPORTED","Multidisciplinary internal and external training-load monitoring framework","Heterogeneous applied monitoring methods","External work; internal response; method-specific derived values; contextual facts; original units retained","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","DESCRIPTIVE_LOAD_TAXONOMY","Internal and external load families; method heterogeneity","2016 Doha expert conference consensus synthesis; method and unit provenance required for product use","NOT_APPLICABLE","NOT_APPLICABLE","NOT_REPORTED","NOT_REPORTED","Consensus establishes separate measurable families but supplies no pooled effect estimate","NOT_APPLICABLE","NOT_REPORTED","Consensus rather than validation; no youth middle-distance directness; no universal total; no fatigue or readiness inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-002","RQ-D","Exercise-training populations generally","MULTI_SPORT","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","General training framework","NOT_APPLICABLE","Two-component internal and external training-load construct","Prior and potentially ambiguous load definitions","External work and internal response retained as different families in their reported units","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","DESCRIPTIVE_LOAD_TAXONOMY","Conceptual distinction between external load and internal response","Conceptual commentary; operational method identity and provenance required before comparison","NOT_APPLICABLE","NOT_APPLICABLE","NOT_REPORTED","NOT_REPORTED","Definitions require clarification to avoid misinterpretation","NOT_APPLICABLE","NOT_REPORTED","Commentary rather than validation; exact operational definitions not verified beyond abstract; not youth-runner specific; external work cannot imply internal response or readiness","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-003","RQ-D","Cycling participants and basketball players; exact composition not verified","CYCLING_AND_BASKETBALL","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_VERIFIED","NOT_REPORTED","Whole-session RPE multiplied by session duration","Heart-rate-based training-load method","Internal response: session RPE on named scale; external duration in minutes; derived sRPE load in method-specific arbitrary units; HR-derived comparator in its own arbitrary units","Whole session only; no component allocation protocol","NOT_REPORTED","NOT_APPLICABLE","NOT_APPLICABLE","METHOD_AGREEMENT_AND_NON_EQUIVALENCE","Relationship and absolute difference between session-RPE and HR-based scores","Steady-state and interval cycling plus basketball; prompt scale timing duration source and formula version must remain in provenance","NOT_REPORTED","Session completion; exact collection timing not verified from abstract","NOT_REPORTED","NOT_REPORTED","Relationships were consistent across exercise types but absolute session-RPE scores were significantly greater than HR-method scores","NOT_REPORTED","NOT_REPORTED","HR comparator is not a complete criterion for every stress; sample detail absent from abstract; not youth runners; no validated parent-to-leaf or component allocation; correlation does not permit cross-method conversion summation fatigue or readiness inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-30160557","RQ-D","15 adolescent distance runners","DISTANCE_RUNNING","Mean 15.2 +/- 1.6 years","BOTH; exact counts not reported in abstract","NOT_REPORTED","NOT_REPORTED","Adolescent distance runners","Regular 2-week mesocycle","CR10 session RPE and differential leg and breathlessness RPE collected at 0 15 and 30 minutes","Heart-rate criteria and within-session timing comparisons","Internal response: CR10 RPE points; external duration retained separately; derived sRPE arbitrary units only under a complete named formula","Whole-session readings at three response times; no leaf allocation","0; 0.25; 0.5 hours after session","NOT_APPLICABLE","0; 0.25; 0.5 hours after session","TIMING_VALIDITY_AND_METHOD_IDENTITY","sRPE; leg RPE; breathlessness RPE; correlations with heart-rate criteria","Treadmill familiarization plus regular training; CR10 scale; end and response timestamps required; timing protocol is part of value provenance","2 weeks","Session completion; 15 minutes; 30 minutes","NOT_REPORTED","NOT_REPORTED","At 30 versus 0 minutes sRPE -26.5%; leg RPE -20.5%; breathlessness -38.9%; correlations with HR criteria largest at completion r=.74-.89; all timings judged valid","90% limits +/-5.5% for sRPE; +/-5.6% for leg RPE; +/-7.4% for breathlessness","NOT_REPORTED","Small short study; sex-specific results and maturity not reported; 800/1500 composition not reported; immediate and 30-minute protocols cannot be silently pooled; no fatigue readiness or clearance meaning","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"SRC-PMID-29163016","RQ-D","Athletes across sex age competition level and sport","MULTI_SPORT","CHILD_TO_ADULT","BOTH","NOT_REPORTED","NOT_REPORTED","Mixed competition levels","Searches through 2016","Foster session-RPE method using modified CR10","Validity reliability and internal-consistency evidence across included studies","Internal response: named modified-CR10 rating; external duration and units retained; derived sRPE formula-specific arbitrary units","Whole-session method; component allocation not validated","Method-dependent; exact collection timing heterogeneous","NOT_APPLICABLE","Method-dependent; exact timings heterogeneous","VALIDITY_RELIABILITY_AND_INFLUENCING_FACTORS","Session-RPE validity reliability internal consistency and influencing factors","Review of 36 validation and reliability studies; scale prompt collection timing duration convention and population context must remain in provenance","Literature through 2016","Heterogeneous study-specific time points","NOT_REPORTED","NOT_REPORTED","Broad validity reliability and internal consistency reported across sports and ages","Not pooled into one effect estimate in this extraction","Heterogeneous and not pooled","English-language restriction; broad heterogeneity; low youth middle-distance directness; correlations do not establish numerical equivalence; no component split fatigue or readiness authority","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-006","RQ-D","Recreational systematically training athletes across sports; sample size not reported in abstract","MULTI_SPORT_INTERVAL_EXERCISE","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","NOT_REPORTED","Recreational trained","NOT_REPORTED","Borg CR10 and Borg 6-20 whole-session RPE after randomized matched interval sessions","Heart-rate reserve and cross-scale comparison","External dose: six 30-minute sessions at 50% 75% or 85% peak power; internal response: CR10 points and Borg 6-20 points; derived duration products remain scale-specific arbitrary units","Whole-session matched sessions; no component allocation","0.5 hours postexercise","NOT_APPLICABLE","0.5 hours postexercise","SCALE_VALIDITY_AND_NON_EQUIVALENCE","CR10 sRPE; Borg 6-20 sRPE; heart-rate reserve","Randomized 30-minute interval sessions; named scale anchors collection timing peak-power prescription and formula provenance required","Six sessions","30 minutes postexercise after each session","NOT_REPORTED","NOT_REPORTED","CR10 and Borg 6-20 correlated r=.90; correlations with HR reserve r=.76 and r=.69; absolute values differed","NOT_REPORTED","NOT_REPORTED","Adult or mixed-sport indirectness; controlled intervals; high correlation is not absolute agreement; no raw pooling conversion component allocation fatigue or readiness inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
"FRV2-D-007","RQ-D","Patients through elite athletes across exercise modes","MULTI_SPORT","CHILD_TO_ADULT","BOTH","NOT_REPORTED","NOT_REPORTED","Mixed training status","NOT_REPORTED","Historical whole-session session-RPE method","Earlier and later collection-timing practices across the literature","Internal response: average RPE of entire session on named scale; external session duration retained; derived sRPE in formula-specific arbitrary units","Global sRPE belongs to parent session; ordered leaves retain only their own observed facts; no proportional parent-to-leaf split","Original method about 0.5 hours post-bout; wider intervals discussed","NOT_APPLICABLE","Original method about 0.5 hours post-bout; wider intervals discussed","METHOD_DEFINITION_AND_HISTORY","Entire-session average RPE and collection timing","Historical narrative review; prompt scale anchors session duration source timing and formula version required","25-year historical perspective","About 30 minutes post-bout originally; wider intervals in later literature","NOT_REPORTED","NOT_REPORTED","Defines sRPE as intensity or average RPE of an entire session and reports temporal robustness in wider literature","NOT_REPORTED","NOT_REPORTED","Narrative and developer-authored; timing summary does not erase direct timing differences; no validated component allocation; parent and leaves must never both count the same global sRPE; no external-detail fatigue or readiness inference","AI_EXTRACTION_LANE_1","PENDING_INDEPENDENT_EXTRACTION","PENDING_ADJUDICATION"
